index,id_client,id_vehicule,id_contrat,bonus,type_contrat,duree_contrat,anciennete_info,freq_paiement,paiement,utilisation,code_postal,conducteur2,age_conducteur1,age_conducteur2,sex_conducteur1,sex_conducteur2,anciennete_permis1,anciennete_permis2,anciennete_vehicule,cylindre_vehicule,din_vehicule,essence_vehicule,marque_vehicule,modele_vehicule,debut_vente_vehicule,fin_vente_vehicule,vitesse_vehicule,type_vehicule,prix_vehicule,poids_vehicule,nombre_sinistres,montant_sinistre
123,A00000115,V01,A00000115-V01,0.5,Median2,14,11,Yearly,No,Retired,27050,No,75,0,F,,30,0,16.0,1390,81,Gasoline,RENAULT,CLIO,19,17,170,Tourism,14407,840,0,0.0
124,A00000116,V01,A00000116-V01,0.85,Maxi,8,4,Biannual,No,Retired,94038,Yes,64,65,F,M,31,30,9.0,1149,59,Gasoline,RENAULT,TWINGO,13,11,151,Tourism,8522,823,0,0.0
125,A00000117,V01,A00000117-V01,0.5,Maxi,5,2,Monthly,No,WorkPrivate,59008,No,55,0,F,,35,0,9.0,1997,90,Diesel,PEUGEOT,307,10,7,179,Tourism,18100,1243,0,0.0
126,A00000118,V01,A00000118-V01,0.5,Mini,20,2,Monthly,No,WorkPrivate,24037,No,51,0,M,,22,0,23.0,2068,60,Diesel,RENAULT,TRAFIC,25,22,105,Commercial,15296,0,0,0.0
127,A00000119,V01,A00000119-V01,0.5,Maxi,7,2,Monthly,No,WorkPrivate,74011,No,56,0,M,,35,0,7.0,1896,105,Diesel,VOLKSWAGEN,GOLF,8,4,187,Tourism,21370,1251,0,0.0
128,A00000120,V01,A00000120-V01,0.5,Median1,10,2,Yearly,No,WorkPrivate,73043,No,61,0,F,,41,0,15.0,1124,60,Gasoline,PEUGEOT,106,18,15,165,Tourism,10931,790,0,0.0
129,A00000121,V01,A00000121-V01,0.64,Maxi,9,2,Monthly,No,WorkPrivate,2A004,No,31,0,M,,9,0,9.0,1595,105,Gasoline,VOLKSWAGEN,GOLF,11,10,192,Tourism,19895,1151,0,0.0
130,A00000122,V01,A00000122-V01,0.8,Median2,6,2,Biannual,No,WorkPrivate,34172,No,54,0,M,,34,0,8.0,1149,75,Gasoline,RENAULT,CLIO,10,8,170,Tourism,11250,910,0,0.0
131,A00000123,V01,A00000123-V01,0.64,Maxi,4,2,Monthly,No,WorkPrivate,64071,No,29,0,F,,9,0,10.0,1587,109,Gasoline,PEUGEOT,307,10,7,190,Tourism,16300,1176,0,0.0
132,A00000124,V01,A00000124-V01,0.51,Median1,5,5,Monthly,No,WorkPrivate,29163,No,33,0,M,,14,0,11.0,1868,70,Diesel,PEUGEOT,206,13,8,161,Tourism,12750,1010,0,0.0
133,A00000125,V01,A00000125-V01,0.5,Maxi,3,1,Yearly,Yes,WorkPrivate,25056,Yes,65,19,F,M,42,111,1.0,1390,75,Gasoline,DACIA,SANDERO,1,1,161,Tourism,9190,1065,0,0.0
134,A00000126,V01,A00000126-V01,0.72,Maxi,2,2,Biannual,No,WorkPrivate,67267,No,26,0,M,,6,0,5.0,1149,75,Gasoline,RENAULT,CLIO,6,4,167,Tourism,12450,1080,0,0.0
135,A00000127,V01,A00000127-V01,0.5,Maxi,17,1,Yearly,No,WorkPrivate,01360,Yes,53,55,F,M,34,34,9.0,1598,108,Gasoline,RENAULT,MEGANE,12,11,195,Tourism,15992,1085,0,0.0
136,A00000128,V01,A00000128-V01,0.5,Maxi,12,4,Yearly,No,WorkPrivate,77014,Yes,62,38,F,F,42,16,4.0,1360,75,Gasoline,PEUGEOT,206,13,8,170,Tourism,11950,950,0,0.0
137,A00000129,V01,A00000129-V01,0.64,Maxi,11,3,Monthly,No,Retired,22364,Yes,74,75,M,F,45,55,3.0,1560,109,Diesel,PEUGEOT,407,6,4,192,Tourism,27500,1512,0,0.0
138,A00000130,V01,A00000130-V01,0.76,Mini,3,1,Monthly,No,WorkPrivate,44131,No,25,0,M,,6,0,6.0,1968,136,Diesel,VOLKSWAGEN,PASSAT,7,6,211,Tourism,28440,1367,0,0.0
139,A00000131,V01,A00000131-V01,0.51,Maxi,3,3,Yearly,No,Professional,68118,No,46,0,M,,27,0,7.0,1587,109,Gasoline,PEUGEOT,307,10,7,190,Tourism,18350,1193,0,0.0
140,A00000132,V01,A00000132-V01,0.76,Maxi,6,5,Biannual,No,WorkPrivate,75118,No,40,0,F,,21,0,6.0,1390,98,Gasoline,RENAULT,MODUS,7,6,177,Tourism,15000,1160,0,0.0
141,A00000133,V01,A00000133-V01,0.5,Maxi,10,1,Yearly,Yes,WorkPrivate,54332,No,57,0,M,,38,0,3.0,1560,109,Diesel,PEUGEOT,207,5,4,193,Tourism,19750,1244,0,0.0
142,A00000134,V01,A00000134-V01,0.5,Maxi,7,2,Biannual,No,Retired,87048,No,73,0,M,,50,0,8.0,1997,90,Diesel,PEUGEOT,206,9,6,180,Tourism,15950,1010,0,0.0
143,A00000135,V01,A00000135-V01,0.64,Maxi,9,2,Monthly,No,WorkPrivate,56066,Yes,28,28,M,F,10,10,2.0,1560,109,Diesel,CITROEN,C4,7,3,192,Tourism,22300,1280,0,0.0
144,A00000136,V01,A00000136-V01,0.5,Median2,13,2,Yearly,No,WorkPrivate,57413,Yes,62,35,M,F,42,16,11.0,1527,58,Diesel,CITROEN,SAXO,13,11,158,Tourism,10901,890,1,2671.61
145,A00000137,V01,A00000137-V01,0.5,Maxi,10,5,Yearly,No,Retired,59324,No,78,0,F,,22,0,10.0,1870,64,Diesel,RENAULT,CLIO,13,11,161,Tourism,11876,985,0,0.0
146,A00000138,V01,A00000138-V01,0.5,Maxi,28,1,Yearly,No,WorkPrivate,34172,No,59,0,M,,40,0,1.0,1560,90,Diesel,PEUGEOT,308,4,3,180,Tourism,20300,1311,0,0.0
147,A00000139,V01,A00000139-V01,0.5,Median2,7,3,Yearly,No,Retired,72071,No,77,0,F,,40,0,10.0,1598,108,Gasoline,RENAULT,MEGANE,12,11,195,Tourism,18279,1085,0,0.0
148,A00000140,V01,A00000140-V01,0.5,Maxi,26,8,Biannual,No,Retired,27287,Yes,69,71,F,M,33,51,8.0,1997,90,Diesel,CITROEN,XSARA,10,6,175,Tourism,22450,1300,0,0.0
149,A00000141,V01,A00000141-V01,0.5,Median1,9,2,Biannual,No,WorkPrivate,30189,Yes,51,51,F,M,32,33,38.0,1285,44,Gasoline,VOLKSWAGEN,COCCINELLE,39,38,125,Tourism,2266,870,0,0.0
150,A00000142,V01,A00000142-V01,0.5,Maxi,3,2,Monthly,No,Professional,83062,No,43,0,M,,25,0,3.0,1991,109,Diesel,MERCEDES BENZ,B180,6,3,186,Tourism,26700,1435,0,0.0
151,A00000143,V01,A00000143-V01,0.5,Median2,29,13,Yearly,No,WorkPrivate,54415,No,69,0,F,,46,0,22.0,1237,55,Gasoline,RENAULT,SUPERCINQ,26,23,155,Tourism,9178,750,0,0.0
152,A00000144,V01,A00000144-V01,0.6,Median2,26,1,Biannual,No,WorkPrivate,14118,No,62,0,M,,43,0,9.0,1870,64,Diesel,RENAULT,KANGOO,10,9,145,Commercial,13276,1065,0,0.0
153,A00000145,V01,A00000145-V01,0.5,Median1,11,3,Quarterly,No,Retired,33120,Yes,64,69,F,M,46,49,15.0,1239,55,Gasoline,RENAULT,TWINGO,16,14,150,Tourism,9041,790,0,0.0
154,A00000146,V01,A00000146-V01,0.5,Median2,11,7,Monthly,No,WorkPrivate,76466,Yes,56,24,M,M,36,111,16.0,2068,67,Diesel,RENAULT,R21,25,22,164,Tourism,13507,1075,0,0.0
155,A00000147,V01,A00000147-V01,0.5,Maxi,2,2,Yearly,No,Retired,06159,No,73,0,F,,37,0,9.0,1390,98,Gasoline,RENAULT,CLIO,10,8,186,Tourism,13750,980,0,0.0
156,A00000148,V01,A00000148-V01,0.5,Maxi,27,15,Monthly,No,WorkPrivate,70492,No,73,0,F,,37,0,19.0,954,51,Gasoline,CITROEN,AX,19,18,149,Tourism,8004,1140,0,0.0
157,A00000149,V01,A00000149-V01,0.5,Maxi,25,2,Biannual,No,WorkPrivate,55122,No,53,0,F,,33,0,11.0,1587,90,Gasoline,PEUGEOT,206,13,11,185,Tourism,13706,1025,0,0.0
158,A00000150,V01,A00000150-V01,0.5,Maxi,26,10,Monthly,No,Retired,59630,Yes,70,44,M,M,44,24,17.0,1984,90,Gasoline,AUDI,80,20,17,177,Tourism,18279,1190,0,0.0
159,A00000151,V01,A00000151-V01,0.62,Maxi,8,1,Monthly,No,WorkPrivate,59602,No,51,0,F,,30,0,1.0,1461,68,Diesel,DACIA,SANDERO,3,1,157,Tourism,10500,1090,0,0.0
160,A00000152,V01,A00000152-V01,0.5,Maxi,2,2,Biannual,No,WorkPrivate,92002,Yes,42,41,F,M,18,22,2.0,1461,106,Diesel,RENAULT,SCENIC,6,5,178,Tourism,24100,1365,0,0.0
161,A00000153,V01,A00000153-V01,0.5,Maxi,13,1,Yearly,No,WorkPrivate,78646,Yes,43,40,M,F,24,21,4.0,1997,136,Diesel,CITROEN,C4 PICASSO,5,3,195,Tourism,28650,1620,0,0.0
162,A00000154,V01,A00000154-V01,0.5,Maxi,1,1,Yearly,No,WorkPrivate,18163,Yes,41,40,M,F,22,14,6.0,1689,92,Diesel,MERCEDES BENZ,VANEO,9,6,157,Tourism,22650,1425,0,0.0
163,A00000155,V01,A00000155-V01,0.63,Maxi,17,2,Monthly,No,WorkPrivate,57767,No,65,0,F,,41,0,2.0,1995,150,Diesel,RENAULT,KOLEOS,3,1,180,Tourism,28850,1649,0,0.0
164,A00000156,V01,A00000156-V01,0.5,Median2,4,3,Monthly,No,WorkPrivate,55329,No,62,0,M,,32,0,18.0,1769,60,Diesel,PEUGEOT,205,28,18,155,Tourism,11564,850,0,0.0
165,A00000157,V01,A00000157-V01,0.5,Maxi,2,1,Yearly,No,WorkPrivate,88081,No,36,0,F,,18,0,5.0,2488,174,Diesel,NISSAN,PATHFINDER,6,4,174,Tourism,45050,2195,0,0.0
166,A00000158,V01,A00000158-V01,0.8,Maxi,20,4,Monthly,No,WorkPrivate,29119,No,52,0,M,,33,0,4.0,2148,150,Diesel,CHRYSLER,PT CRUISER,5,5,183,Tourism,22900,1510,1,2603.95
167,A00000159,V01,A00000159-V01,0.5,Maxi,5,5,Yearly,No,Retired,33063,Yes,78,75,M,F,56,55,7.0,1587,109,Gasoline,PEUGEOT,307,10,7,190,Tourism,16300,1176,0,0.0
168,A00000160,V01,A00000160-V01,0.5,Maxi,12,2,Yearly,No,Professional,02810,Yes,57,27,F,F,38,7,9.0,1796,125,Gasoline,OPEL,ZAFIRA,11,7,188,Tourism,21830,1390,1,1966.56
169,A00000161,V01,A00000161-V01,0.5,Maxi,25,1,Biannual,No,Professional,63113,No,55,0,M,,36,0,3.0,1799,140,Gasoline,HONDA,CIVIC,6,1,205,Tourism,27100,1190,0,0.0
170,A00000162,V01,A00000162-V01,0.5,Maxi,4,4,Yearly,No,Retired,15001,No,64,0,M,,34,0,5.0,1360,89,Gasoline,PEUGEOT,207,5,4,180,Tourism,13100,1219,0,0.0
171,A00000163,V01,A00000163-V01,0.5,Median2,12,2,Yearly,No,Professional,92040,No,42,0,M,,21,0,13.0,2446,86,Diesel,PEUGEOT,BOXER,17,9,130,Commercial,21333,0,0,0.0
172,A00000163,V02,A00000163-V02,0.5,Maxi,4,3,Yearly,No,WorkPrivate,92040,No,42,0,M,,21,0,9.0,2401,164,Diesel,VOLVO,S60,10,9,210,Tourism,28150,1441,0,0.0
173,A00000163,V03,A00000163-V03,0.5,Mini,2,2,Yearly,No,WorkPrivate,92040,No,42,0,M,,21,0,26.0,602,29,Gasoline,CITROEN,2CV,26,25,115,Tourism,5733,585,0,0.0
174,A00000164,V01,A00000164-V01,0.5,Mini,11,4,Monthly,No,WorkPrivate,74294,No,53,0,F,,29,0,24.0,1324,64,Gasoline,SANTANA,S413,25,22,130,Commercial,12282,1340,0,0.0
175,A00000164,V02,A00000164-V02,0.5,Median2,11,4,Monthly,No,WorkPrivate,74294,Yes,53,30,F,M,29,10,23.0,1324,64,Gasoline,SANTANA,S413,25,22,130,Commercial,12282,1340,0,0.0
176,A00000165,V01,A00000165-V01,0.5,Maxi,12,3,Yearly,No,WorkPrivate,19273,Yes,52,61,F,M,27,42,3.0,1461,86,Diesel,DACIA,LOGAN,4,3,167,Tourism,11790,1075,0,0.0
177,A00000166,V01,A00000166-V01,0.5,Median2,5,1,Biannual,No,WorkPrivate,94018,No,44,0,M,,25,0,11.0,1997,90,Diesel,PEUGEOT,206,12,6,180,Tourism,16200,1010,0,0.0
178,A00000167,V01,A00000167-V01,0.5,Median2,4,1,Yearly,No,Retired,69290,Yes,65,67,F,M,36,46,3.0,998,68,Gasoline,CITROEN,C1,6,2,157,Tourism,8700,845,0,0.0
179,A00000168,V01,A00000168-V01,0.5,Maxi,26,5,Biannual,No,Professional,73215,No,63,0,M,,45,0,11.0,2926,184,Diesel,BMW,330,12,9,227,Tourism,35300,1595,0,0.0
180,A00000169,V01,A00000169-V01,0.5,Median1,6,1,Yearly,No,Retired,87085,No,72,0,M,,49,0,21.0,1769,60,Diesel,CITROEN,C15,27,13,134,Commercial,12190,1530,0,0.0
181,A00000170,V01,A00000170-V01,0.5,Maxi,27,11,Biannual,No,WorkPrivate,03101,No,75,0,F,,37,0,15.0,1597,90,Gasoline,FORD,ESCORT,19,16,178,Tourism,14392,955,0,0.0
182,A00000171,V01,A00000171-V01,0.53,Maxi,12,2,Monthly,No,WorkPrivate,73030,No,47,0,M,,26,0,8.0,1587,109,Gasoline,PEUGEOT,307,10,7,190,Tourism,16300,1176,0,0.0
183,A00000172,V01,A00000172-V01,0.5,Maxi,5,2,Yearly,No,Retired,54079,No,63,0,M,,42,0,5.0,1598,90,Gasoline,DACIA,LOGAN,6,3,175,Tourism,9490,1090,0,0.0
184,A00000172,V02,A00000172-V02,0.5,Median2,2,2,Yearly,No,Retired,54079,No,63,0,M,,42,0,8.0,1461,71,Diesel,RENAULT,KANGOO,8,6,146,Commercial,16086,1675,0,0.0
185,A00000173,V01,A00000173-V01,0.5,Maxi,6,2,Quarterly,No,WorkPrivate,93073,Yes,62,62,F,M,43,43,6.0,1587,109,Gasoline,PEUGEOT,307,10,7,190,Tourism,16300,1176,0,0.0
186,A00000174,V01,A00000174-V01,0.8,Maxi,10,5,Yearly,No,Professional,06088,Yes,40,54,F,M,10,35,5.0,1560,75,Diesel,CITROEN,BERLINGO,6,3,150,Tourism,15700,1269,0,0.0
187,A00000175,V01,A00000175-V01,0.5,Maxi,24,3,Biannual,No,WorkPrivate,59599,No,51,0,M,,33,0,10.0,1868,70,Diesel,PEUGEOT,206,13,8,161,Tourism,12750,1010,0,0.0
188,A00000176,V01,A00000176-V01,0.5,Maxi,3,3,Monthly,No,WorkPrivate,29156,Yes,45,44,M,F,26,24,8.0,1870,116,Diesel,RENAULT,ESPACE,9,5,180,Tourism,31100,1770,0,0.0
189,A00000177,V01,A00000177-V01,0.5,Maxi,10,2,Biannual,No,WorkPrivate,57655,Yes,65,57,M,F,43,36,3.0,1995,150,Diesel,RENAULT,LAGUNA,4,2,203,Tourism,33350,1557,0,0.0
190,A00000178,V01,A00000178-V01,0.5,Median1,22,4,Yearly,No,WorkPrivate,79191,No,67,0,F,,49,0,16.0,1905,93,Diesel,CITROEN,XANTIA,18,14,180,Tourism,21328,1252,0,0.0
191,A00000179,V01,A00000179-V01,0.5,Maxi,10,2,Biannual,No,WorkPrivate,95488,Yes,57,50,M,F,29,32,2.0,1328,93,Gasoline,SUZUKI,SWIFT,6,1,175,Tourism,13090,970,0,0.0
192,A00000180,V01,A00000180-V01,0.5,Maxi,14,2,Biannual,No,Retired,06004,Yes,74,86,F,M,55,44,4.0,998,70,Gasoline,TOYOTA,YARIS,6,4,155,Tourism,12950,980,0,0.0
193,A00000181,V01,A00000181-V01,0.64,Maxi,4,2,Yearly,No,WorkPrivate,17300,Yes,57,61,F,M,38,43,6.0,1461,86,Diesel,RENAULT,CLIO,6,4,174,Tourism,17450,1175,0,0.0
194,A00000182,V01,A00000182-V01,0.5,Maxi,2,1,Monthly,No,WorkPrivate,34025,No,41,0,F,,20,0,9.0,1870,81,Diesel,RENAULT,MEGANE,10,8,170,Tourism,18200,1140,0,0.0
195,A00000183,V01,A00000183-V01,0.5,Median1,21,1,Yearly,No,Retired,44132,Yes,70,35,F,M,51,17,13.0,1587,90,Gasoline,PEUGEOT,306,13,11,180,Tourism,16511,1120,0,0.0
196,A00000184,V01,A00000184-V01,0.5,Maxi,9,1,Yearly,No,WorkPrivate,63284,Yes,46,46,F,M,27,25,2.0,1560,90,Diesel,CITROEN,C3 PICASSO,2,1,173,Tourism,21200,1289,0,0.0
197,A00000185,V01,A00000185-V01,0.5,Median2,17,3,Monthly,No,Retired,27135,No,78,0,F,,53,0,16.0,1905,93,Diesel,CITROEN,XANTIA,18,14,180,Tourism,21328,1252,0,0.0
198,A00000186,V01,A00000186-V01,0.5,Mini,28,18,Yearly,No,WorkPrivate,37018,No,61,0,M,,43,0,42.0,602,30,Gasoline,CITROEN,MEHARI,43,24,100,Commercial,7227,955,0,0.0
199,A00000187,V01,A00000187-V01,0.5,Median2,4,1,Yearly,No,WorkPrivate,68297,No,33,0,M,,14,0,10.0,1587,109,Gasoline,CITROEN,XSARA,11,9,197,Tourism,15950,1241,0,0.0
200,A00000188,V01,A00000188-V01,0.5,Median2,10,1,Monthly,No,WorkPrivate,39300,No,45,0,M,,27,0,11.0,1598,101,Gasoline,OPEL,ZAFIRA,12,9,176,Tourism,19400,1300,0,0.0
201,A00000189,V01,A00000189-V01,0.5,Maxi,6,4,Biannual,No,WorkPrivate,95388,Yes,41,36,M,F,22,16,8.0,1998,101,Diesel,OPEL,ZAFIRA,9,6,175,Tourism,21100,1300,1,1665.68
202,A00000190,V01,A00000190-V01,0.5,Maxi,8,2,Biannual,No,WorkPrivate,81065,No,49,0,F,,30,0,7.0,1461,66,Diesel,RENAULT,CLIO,10,8,163,Tourism,13050,960,0,0.0
203,A00000191,V01,A00000191-V01,0.5,Maxi,2,2,Yearly,No,WorkPrivate,85262,Yes,56,61,F,M,38,42,10.0,1870,81,Diesel,RENAULT,SCENIC,10,8,162,Tourism,18400,1140,0,0.0
204,A00000192,V01,A00000192-V01,0.5,Maxi,25,1,Yearly,No,WorkPrivate,60357,No,48,0,M,,28,0,1.0,1968,143,Diesel,SEAT,IBIZA,2,1,210,Tourism,20500,1170,0,0.0
205,A00000193,V01,A00000193-V01,0.5,Median1,1,1,Yearly,No,Retired,59017,No,82,0,M,,30,0,19.0,954,51,Gasoline,PEUGEOT,205,19,17,148,Tourism,9071,760,0,0.0
206,A00000194,V01,A00000194-V01,0.5,Maxi,13,2,Biannual,No,WorkPrivate,30169,Yes,45,45,M,F,25,26,8.0,1598,113,Gasoline,RENAULT,MEGANE,9,6,192,Tourism,17350,1175,0,0.0
207,A00000195,V01,A00000195-V01,0.5,Maxi,3,1,Yearly,Yes,WorkPrivate,44010,No,72,0,F,,38,0,6.0,1587,109,Gasoline,PEUGEOT,307,10,7,190,Tourism,18350,1193,0,0.0
208,A00000196,V01,A00000196-V01,0.5,Maxi,26,1,Yearly,Yes,Retired,38052,No,78,0,M,,51,0,2.0,1461,86,Diesel,RENAULT,KANGOO,4,1,159,Tourism,19900,1389,0,0.0
209,A00000197,V01,A00000197-V01,0.5,Median2,29,4,Yearly,No,WorkPrivate,68203,No,64,0,M,,43,0,21.0,1397,60,Gasoline,RENAULT,R19,23,19,160,Tourism,10139,920,0,0.0
210,A00000197,V02,A00000197-V02,0.5,Maxi,29,3,Yearly,No,WorkPrivate,68203,No,64,0,M,,43,0,9.0,1461,66,Diesel,RENAULT,KANGOO,9,8,146,Commercial,13754,1120,0,0.0
211,A00000198,V01,A00000198-V01,0.5,Maxi,3,3,Monthly,No,Professional,59641,No,40,0,F,,22,0,3.0,2464,101,Diesel,RENAULT,MASTER,5,4,140,Commercial,26192,0,0,0.0
212,A00000199,V01,A00000199-V01,0.5,Maxi,23,2,Monthly,No,WorkPrivate,38382,No,64,0,M,,43,0,7.0,1998,135,Gasoline,RENAULT,MEGANE,8,7,198,Tourism,20250,1290,0,0.0
213,A00000200,V01,A00000200-V01,0.5,Maxi,2,2,Monthly,No,WorkPrivate,03321,Yes,40,36,M,F,22,16,10.0,1896,131,Diesel,VOLKSWAGEN,PASSAT,11,7,201,Tourism,25040,1425,0,0.0
214,A00000201,V01,A00000201-V01,0.5,Maxi,15,4,Biannual,No,Retired,77487,No,76,0,F,,50,0,7.0,1149,75,Gasoline,RENAULT,TWINGO,11,5,170,Tourism,11300,845,0,0.0
215,A00000202,V01,A00000202-V01,0.5,Maxi,2,2,Monthly,No,WorkPrivate,62534,Yes,45,39,M,F,17,17,6.0,1461,101,Diesel,RENAULT,SCENIC,7,6,172,Tourism,24150,1465,0,0.0
216,A00000203,V01,A00000203-V01,0.5,Maxi,27,2,Monthly,No,WorkPrivate,42204,No,51,0,M,,30,0,9.0,1398,68,Diesel,CITROEN,C3,9,9,158,Tourism,12900,1058,0,0.0
217,A00000204,V01,A00000204-V01,0.51,Median1,13,1,Monthly,No,WorkPrivate,79117,No,37,0,M,,13,0,10.0,1595,105,Gasoline,VOLKSWAGEN,GOLF,11,7,192,Tourism,17100,1151,1,1236.0
218,A00000205,V01,A00000205-V01,0.85,Maxi,3,3,Monthly,No,WorkPrivate,28140,No,46,0,F,,26,0,5.0,1560,90,Diesel,PEUGEOT,307,6,6,179,Tourism,17500,1193,0,0.0
219,A00000206,V01,A00000206-V01,0.9,Maxi,1,1,Yearly,No,Professional,75102,No,47,0,F,,29,0,3.0,1699,116,Gasoline,MERCEDES BENZ,B170,3,3,184,Tourism,27650,1235,0,0.0
220,A00000207,V01,A00000207-V01,0.5,Median2,1,1,Monthly,No,WorkPrivate,22391,Yes,52,21,M,F,33,1,19.0,1769,60,Diesel,PEUGEOT,205,28,18,155,Tourism,11564,850,0,0.0
221,A00000208,V01,A00000208-V01,0.5,Median2,5,3,Biannual,No,WorkPrivate,69023,Yes,56,21,M,F,37,111,12.0,1587,90,Gasoline,PEUGEOT,306,13,12,179,Tourism,17303,1090,0,0.0
222,A00000209,V01,A00000209-V01,0.5,Mini,2,2,Monthly,No,WorkPrivate,52402,No,42,0,M,,19,0,25.0,1595,55,Diesel,RENAULT,EXPRESS,26,17,132,Commercial,11247,1385,0,0.0
223,A00000210,V01,A00000210-V01,0.52,Median2,12,2,Biannual,No,WorkPrivate,64102,Yes,62,30,M,M,18,12,10.0,2402,120,Diesel,FORD,TRANSIT,11,9,152,Commercial,28566,0,1,819.81
224,A00000211,V01,A00000211-V01,0.5,Maxi,12,3,Biannual,No,WorkPrivate,92072,No,63,0,F,,33,0,3.0,1229,81,Gasoline,OPEL,CORSA,5,4,168,Tourism,13900,1070,0,0.0
225,A00000212,V01,A00000212-V01,1.0,Median2,1,1,Monthly,No,WorkPrivate,64260,No,25,0,F,,1,0,11.0,1360,75,Gasoline,PEUGEOT,206,11,8,170,Tourism,13700,950,0,0.0
226,A00000213,V01,A00000213-V01,0.5,Maxi,13,1,Monthly,No,WorkPrivate,22171,No,38,0,F,,19,0,10.0,1870,98,Diesel,RENAULT,ESPACE,12,11,167,Tourism,27441,1555,0,0.0
227,A00000214,V01,A00000214-V01,0.5,Maxi,28,2,Yearly,No,Retired,95210,Yes,71,38,F,F,46,18,2.0,1390,75,Gasoline,DACIA,SANDERO,2,1,161,Tourism,9890,1036,0,0.0
228,A00000215,V01,A00000215-V01,0.5,Median1,29,3,Yearly,No,Retired,81021,No,68,0,F,,43,0,23.0,1108,45,Gasoline,RENAULT,EXPRESS,26,22,128,Commercial,7669,1315,0,0.0
229,A00000216,V01,A00000216-V01,0.5,Maxi,32,4,Biannual,No,Retired,85191,No,68,0,F,,43,0,8.0,1997,109,Diesel,PEUGEOT,307,9,7,183,Tourism,22250,1260,0,0.0
230,A00000217,V01,A00000217-V01,0.52,Maxi,6,1,Yearly,No,WorkPrivate,69081,Yes,39,40,M,F,19,16,8.0,1870,116,Diesel,RENAULT,ESPACE,9,5,180,Tourism,32300,1770,0,0.0
231,A00000218,V01,A00000218-V01,0.5,Median2,6,6,Monthly,No,Retired,50060,Yes,61,70,F,M,39,47,19.0,1721,93,Gasoline,RENAULT,R19,23,19,183,Tourism,14239,965,0,0.0
232,A00000218,V02,A00000218-V02,0.5,Median1,1,1,Monthly,No,Retired,50060,No,61,0,F,,39,0,21.0,1580,93,Gasoline,PEUGEOT,405,24,19,177,Tourism,13515,1020,0,0.0
233,A00000219,V01,A00000219-V01,0.5,Median2,11,4,Biannual,No,Retired,18082,No,60,0,M,,39,0,12.0,2476,101,Diesel,HYUNDAI,GALLOPER,12,11,140,Tourism,21328,1820,0,0.0
234,A00000220,V01,A00000220-V01,0.5,Maxi,4,2,Yearly,No,WorkPrivate,81065,No,59,0,M,,40,0,2.0,1560,90,Diesel,PEUGEOT,308,4,3,180,Tourism,20300,1311,1,1145.19
235,A00000221,V01,A00000221-V01,0.5,Maxi,3,2,Biannual,No,WorkPrivate,34192,Yes,53,59,F,M,34,40,8.0,1998,134,Gasoline,PEUGEOT,406,13,9,203,Tourism,27210,1342,1,1427.13
236,A00000222,V01,A00000222-V01,0.5,Median2,20,6,Monthly,No,WorkPrivate,59540,No,45,0,M,,24,0,28.0,602,29,Gasoline,CITROEN,ACADIANE,33,23,96,Commercial,5687,1165,0,0.0
237,A00000223,V01,A00000223-V01,0.5,Median1,28,2,Biannual,No,Retired,42207,No,64,0,M,,43,0,25.0,1580,81,Gasoline,PEUGEOT,205,25,24,166,Tourism,11023,850,0,0.0
238,A00000224,V01,A00000224-V01,0.5,Maxi,3,3,Biannual,No,WorkPrivate,51613,No,34,0,M,,15,0,10.0,1997,90,Diesel,PEUGEOT,206,12,6,180,Tourism,16200,1010,0,0.0
239,A00000224,V02,A00000224-V02,0.68,Median2,2,2,Biannual,No,WorkPrivate,51613,Yes,27,34,F,M,8,15,37.0,1285,44,Gasoline,VOLKSWAGEN,COCCINELLE,39,38,125,Tourism,2266,870,0,0.0
240,A00000225,V01,A00000225-V01,0.64,Maxi,9,1,Yearly,No,WorkPrivate,09282,No,31,0,F,,13,0,10.0,1896,111,Diesel,VOLKSWAGEN,GOLF,13,12,190,Tourism,19179,1000,0,0.0
241,A00000225,V02,A00000225-V02,0.5,Maxi,2,2,Yearly,No,WorkPrivate,09282,No,40,0,M,,21,0,7.0,1951,112,Diesel,LAND ROVER,FREELANDER,8,7,164,Tourism,25960,1555,0,0.0
242,A00000226,V01,A00000226-V01,0.76,Maxi,1,1,Monthly,No,WorkPrivate,49355,No,25,0,F,,7,0,2.0,1398,68,Diesel,PEUGEOT,207,5,4,166,Tourism,16500,1186,0,0.0
243,A00000227,V01,A00000227-V01,0.5,Median2,10,10,Yearly,No,WorkPrivate,63164,No,68,0,F,,32,0,23.0,1124,55,Gasoline,PEUGEOT,205,24,18,154,Tourism,9681,765,0,0.0
244,A00000228,V01,A00000228-V01,0.5,Maxi,20,1,Monthly,No,WorkPrivate,16358,No,60,0,M,,41,0,11.0,1995,101,Diesel,OPEL,OMEGA,12,11,186,Tourism,28508,1595,0,0.0
245,A00000228,V02,A00000228-V02,0.5,Median1,1,1,Monthly,No,WorkPrivate,16358,No,60,0,M,,41,0,22.0,1769,90,Diesel,CITROEN,BX,23,21,180,Tourism,15886,1025,0,0.0
246,A00000229,V01,A00000229-V01,0.5,Maxi,8,7,Yearly,No,WorkPrivate,19003,No,58,0,M,,39,0,8.0,1870,102,Diesel,RENAULT,SCENIC,11,10,174,Tourism,20124,1290,0,0.0
